,rating,time
48267,4,2017/7/30 0:15
54862,3,2017/7/30 0:15
20996,4,2017/7/30 0:15
69730,4,2017/7/30 0:15
82455,5,2017/7/30 0:15
6402,5,2017/7/30 0:15
31750,5,2017/7/30 0:15
15880,5,2017/7/30 0:15
54542,1,2017/7/30 0:15
100632,5,2017/7/30 0:15
61240,4,2017/7/30 0:14
108474,5,2017/7/30 0:14
35104,4,2017/7/30 0:14
98934,3,2017/7/30 0:14
6876,5,2017/7/30 0:14
93270,5,2017/7/30 0:14
41428,5,2017/7/30 0:14
32881,5,2017/7/30 0:14
74670,4,2017/7/30 0:14
62429,4,2017/7/30 0:14
97578,4,2017/7/30 0:14
11724,5,2017/7/30 0:14
30055,5,2017/7/30 0:14
77575,5,2017/7/30 0:14
59260,3,2017/7/30 0:14
98348,5,2017/7/30 0:14
80435,5,2017/7/30 0:14
8993,5,2017/7/30 0:14
98224,5,2017/7/30 0:14
68044,4,2017/7/30 0:14
36378,5,2017/7/30 0:14
661,4,2017/7/30 0:13
103128,4,2017/7/30 0:13
25760,4,2017/7/30 0:13
18847,3,2017/7/30 0:13
92082,5,2017/7/30 0:13
72130,5,2017/7/30 0:13
58963,4,2017/7/30 0:13
77808,4,2017/7/30 0:13
67843,4,2017/7/30 0:13
68404,5,2017/7/30 0:13
41751,4,2017/7/30 0:13
67832,5,2017/7/30 0:13
62240,5,2017/7/30 0:13
40738,5,2017/7/30 0:13
83175,5,2017/7/30 0:13
78756,4,2017/7/30 0:12
32959,4,2017/7/30 0:12
65040,4,2017/7/30 0:12
32396,5,2017/7/30 0:12
53764,5,2017/7/30 0:12
96509,5,2017/7/30 0:12
44319,3,2017/7/30 0:12
23343,5,2017/7/30 0:12
28601,5,2017/7/30 0:12
68232,5,2017/7/30 0:12
96869,4,2017/7/30 0:12
81340,5,2017/7/30 0:12
16097,5,2017/7/30 0:12
103784,5,2017/7/30 0:12
33166,5,2017/7/30 0:12
942,2,2017/7/30 0:12
34138,5,2017/7/30 0:12
24685,4,2017/7/30 0:12
99588,4,2017/7/30 0:12
88440,5,2017/7/30 0:12
1403,5,2017/7/30 0:11
56667,5,2017/7/30 0:11
35101,5,2017/7/30 0:11
63276,3,2017/7/30 0:11
28990,3,2017/7/30 0:11
71445,5,2017/7/30 0:11
8946,4,2017/7/30 0:11
32736,3,2017/7/30 0:11
89574,3,2017/7/30 0:11
20699,3,2017/7/30 0:11
22346,5,2017/7/30 0:10
31636,2,2017/7/30 0:10
75382,5,2017/7/30 0:10
32,4,2017/7/30 0:10
12384,4,2017/7/30 0:10
1238,5,2017/7/30 0:10
95603,5,2017/7/30 0:10
29743,4,2017/7/30 0:10
55299,5,2017/7/30 0:10
21138,5,2017/7/30 0:10
98436,5,2017/7/30 0:10
110292,5,2017/7/30 0:10
21796,4,2017/7/30 0:10
61440,5,2017/7/30 0:10
28443,5,2017/7/30 0:10
22114,5,2017/7/30 0:10
68439,5,2017/7/30 0:10
27565,5,2017/7/30 0:10
25502,5,2017/7/30 0:09
106248,4,2017/7/30 0:09
58361,5,2017/7/30 0:09
27494,4,2017/7/30 0:09
98288,2,2017/7/30 0:09
87838,5,2017/7/30 0:09
454,3,2017/7/30 0:09
28570,1,2017/7/30 0:09
78106,5,2017/7/30 0:09
93209,3,2017/7/30 0:09
37121,4,2017/7/30 0:09
78814,4,2017/7/30 0:09
56952,4,2017/7/30 0:09
106872,3,2017/7/30 0:09
63528,4,2017/7/30 0:09
93156,5,2017/7/30 0:09
90413,3,2017/7/30 0:09
32857,5,2017/7/30 0:09
35784,5,2017/7/30 0:09
18930,5,2017/7/30 0:09
108230,5,2017/7/30 0:08
4138,3,2017/7/30 0:08
86132,1,2017/7/30 0:08
8284,1,2017/7/30 0:08
17841,5,2017/7/30 0:08
62116,4,2017/7/30 0:08
13894,4,2017/7/30 0:08
43707,4,2017/7/30 0:08
58451,4,2017/7/30 0:08
88552,5,2017/7/30 0:08
93490,5,2017/7/30 0:08
42364,5,2017/7/30 0:08
47497,5,2017/7/30 0:08
32313,4,2017/7/30 0:08
98703,1,2017/7/30 0:08
39200,5,2017/7/30 0:08
39544,1,2017/7/30 0:08
30631,5,2017/7/30 0:08
47347,4,2017/7/30 0:08
110875,5,2017/7/30 0:08
78458,4,2017/7/30 0:07
71917,3,2017/7/30 0:07
51126,5,2017/7/30 0:07
6473,3,2017/7/30 0:07
45633,4,2017/7/30 0:07
4109,5,2017/7/30 0:07
17370,4,2017/7/30 0:07
41405,3,2017/7/30 0:07
64274,4,2017/7/30 0:07
78927,4,2017/7/30 0:07
44380,3,2017/7/30 0:07
4204,5,2017/7/30 0:07
106605,3,2017/7/30 0:07
75063,5,2017/7/30 0:07
44770,5,2017/7/30 0:07
102887,5,2017/7/30 0:07
106803,4,2017/7/30 0:07
13801,4,2017/7/30 0:07
49617,3,2017/7/30 0:07
31276,5,2017/7/30 0:07
8013,3,2017/7/30 0:07
45614,1,2017/7/30 0:07
73906,4,2017/7/30 0:07
25066,5,2017/7/30 0:06
45395,4,2017/7/30 0:06
48051,5,2017/7/30 0:06
81756,3,2017/7/30 0:06
44029,4,2017/7/30 0:06
33609,5,2017/7/30 0:06
58338,5,2017/7/30 0:06
47715,3,2017/7/30 0:06
79263,5,2017/7/30 0:06
16639,3,2017/7/30 0:06
28018,5,2017/7/30 0:06
13802,5,2017/7/30 0:06
20056,4,2017/7/30 0:06
80773,5,2017/7/30 0:06
8443,5,2017/7/30 0:06
93747,5,2017/7/30 0:06
60345,5,2017/7/30 0:06
96432,5,2017/7/30 0:06
109677,5,2017/7/30 0:06
35465,4,2017/7/30 0:05
26190,5,2017/7/30 0:05
72930,5,2017/7/30 0:05
50158,4,2017/7/30 0:05
27191,5,2017/7/30 0:05
2170,3,2017/7/30 0:05
107336,4,2017/7/30 0:05
45350,4,2017/7/30 0:05
91687,5,2017/7/30 0:05
36778,5,2017/7/30 0:05
30126,5,2017/7/30 0:05
86737,5,2017/7/30 0:05
108446,3,2017/7/30 0:05
88643,4,2017/7/30 0:05
17785,5,2017/7/30 0:05
57210,5,2017/7/30 0:05
86662,5,2017/7/30 0:05
34202,5,2017/7/30 0:05
75213,5,2017/7/30 0:05
38233,5,2017/7/30 0:04
65091,5,2017/7/30 0:04
52514,5,2017/7/30 0:04
105498,5,2017/7/30 0:04
271,4,2017/7/30 0:04
78250,5,2017/7/30 0:04
42791,5,2017/7/30 0:04
20566,5,2017/7/30 0:04
40765,5,2017/7/30 0:04
72520,4,2017/7/30 0:04
52354,3,2017/7/30 0:04
77685,4,2017/7/30 0:04
46735,1,2017/7/30 0:04
20630,5,2017/7/30 0:04
74845,5,2017/7/30 0:04
27469,3,2017/7/30 0:04
78979,5,2017/7/30 0:04
62720,3,2017/7/30 0:04
4898,1,2017/7/30 0:04
21571,5,2017/7/30 0:04
38601,4,2017/7/30 0:04
108464,5,2017/7/30 0:04
56314,4,2017/7/30 0:04
28634,4,2017/7/30 0:03
48745,5,2017/7/30 0:03
57251,2,2017/7/30 0:03
87267,5,2017/7/30 0:03
112574,5,2017/7/30 0:03
48734,3,2017/7/30 0:03
6936,4,2017/7/30 0:03
13372,5,2017/7/30 0:03
21392,1,2017/7/30 0:03
34632,5,2017/7/30 0:03
105231,5,2017/7/30 0:03
90341,3,2017/7/30 0:03
46016,5,2017/7/30 0:03
32218,5,2017/7/30 0:03
50097,5,2017/7/30 0:03
7159,4,2017/7/30 0:03
20067,3,2017/7/30 0:03
22228,5,2017/7/30 0:03
105555,5,2017/7/30 0:03
43952,4,2017/7/30 0:02
31573,5,2017/7/30 0:02
66192,5,2017/7/30 0:02
7019,3,2017/7/30 0:02
19988,5,2017/7/30 0:02
3130,5,2017/7/30 0:02
86406,3,2017/7/30 0:02
61805,5,2017/7/30 0:02
107945,5,2017/7/30 0:02
45495,3,2017/7/30 0:02
22867,4,2017/7/30 0:02
54062,1,2017/7/30 0:02
10621,4,2017/7/30 0:02
64045,5,2017/7/30 0:02
23221,2,2017/7/30 0:02
45435,4,2017/7/30 0:02
98942,2,2017/7/30 0:02
7783,2,2017/7/30 0:02
97966,4,2017/7/30 0:02
54602,3,2017/7/30 0:01
57189,2,2017/7/30 0:01
47899,4,2017/7/30 0:01
7404,3,2017/7/30 0:01
57735,3,2017/7/30 0:01
30391,3,2017/7/30 0:01
48737,5,2017/7/30 0:01
71712,4,2017/7/30 0:01
72039,5,2017/7/30 0:01
89972,5,2017/7/30 0:01
104202,5,2017/7/30 0:01
61275,1,2017/7/30 0:01
58353,4,2017/7/30 0:01
16535,1,2017/7/30 0:01
11358,4,2017/7/30 0:01
98800,5,2017/7/30 0:01
47221,5,2017/7/30 0:01
103491,5,2017/7/30 0:01
9064,1,2017/7/30 0:01
2048,3,2017/7/30 0:00
40895,3,2017/7/30 0:00
39351,3,2017/7/30 0:00
25876,5,2017/7/30 0:00
69456,3,2017/7/30 0:00
72569,5,2017/7/30 0:00
97342,4,2017/7/30 0:00
99975,4,2017/7/30 0:00
98385,5,2017/7/30 0:00
14908,5,2017/7/30 0:00
48694,3,2017/7/30 0:00
11229,5,2017/7/30 0:00
49,5,2017/7/30 0:00
62421,5,2017/7/29 23:59
68108,4,2017/7/29 23:59
68198,5,2017/7/29 23:59
70402,3,2017/7/29 23:59
57628,4,2017/7/29 23:59
96799,3,2017/7/29 23:59
108519,3,2017/7/29 23:59
87053,5,2017/7/29 23:59
61371,3,2017/7/29 23:59
61998,1,2017/7/29 23:59
20752,5,2017/7/29 23:59
67841,3,2017/7/29 23:59
37377,5,2017/7/29 23:59
79132,5,2017/7/29 23:59
40994,4,2017/7/29 23:59
91047,5,2017/7/29 23:59
50797,5,2017/7/29 23:59
73008,5,2017/7/29 23:59
45752,5,2017/7/29 23:59
22415,5,2017/7/29 23:59
53250,4,2017/7/29 23:59
52707,5,2017/7/29 23:59
82844,5,2017/7/29 23:59
97848,5,2017/7/29 23:59
89118,5,2017/7/29 23:59
102374,4,2017/7/29 23:58
95238,4,2017/7/29 23:58
90859,5,2017/7/29 23:58
43818,5,2017/7/29 23:58
18905,5,2017/7/29 23:58
59987,2,2017/7/29 23:58
99125,5,2017/7/29 23:58
67816,5,2017/7/29 23:58
4768,2,2017/7/29 23:58
21351,5,2017/7/29 23:58
91638,5,2017/7/29 23:58
103559,4,2017/7/29 23:58
50975,4,2017/7/29 23:58
30306,5,2017/7/29 23:58
32587,5,2017/7/29 23:58
66825,3,2017/7/29 23:58
95355,4,2017/7/29 23:58
53598,5,2017/7/29 23:58
82893,5,2017/7/29 23:58
59729,4,2017/7/29 23:58
15159,3,2017/7/29 23:58
55244,5,2017/7/29 23:58
85508,4,2017/7/29 23:58
98443,5,2017/7/29 23:58
28408,5,2017/7/29 23:58
108495,2,2017/7/29 23:58
101339,1,2017/7/29 23:58
61582,4,2017/7/29 23:58
13644,5,2017/7/29 23:57
3678,5,2017/7/29 23:57
46057,5,2017/7/29 23:57
80196,5,2017/7/29 23:57
111615,3,2017/7/29 23:57
68191,5,2017/7/29 23:57
49021,3,2017/7/29 23:57
24623,5,2017/7/29 23:57
107098,4,2017/7/29 23:57
78517,3,2017/7/29 23:57
14299,4,2017/7/29 23:57
55413,5,2017/7/29 23:57
12016,3,2017/7/29 23:57
94273,4,2017/7/29 23:57
13369,5,2017/7/29 23:57
92258,3,2017/7/29 23:57
39319,5,2017/7/29 23:57
41603,3,2017/7/29 23:57
45649,5,2017/7/29 23:57
68476,4,2017/7/29 23:57
37967,5,2017/7/29 23:57
16790,1,2017/7/29 23:57
95952,3,2017/7/29 23:57
85426,5,2017/7/29 23:57
73065,5,2017/7/29 23:57
46135,5,2017/7/29 23:57
76710,4,2017/7/29 23:56
110311,5,2017/7/29 23:56
43110,4,2017/7/29 23:56
19305,5,2017/7/29 23:56
88344,5,2017/7/29 23:56
5704,2,2017/7/29 23:56
8315,4,2017/7/29 23:56
58586,3,2017/7/29 23:56
56818,5,2017/7/29 23:56
30958,5,2017/7/29 23:56
50901,5,2017/7/29 23:56
53186,4,2017/7/29 23:56
67117,5,2017/7/29 23:56
5710,4,2017/7/29 23:56
54727,5,2017/7/29 23:56
78565,5,2017/7/29 23:56
35077,4,2017/7/29 23:56
97754,5,2017/7/29 23:56
38937,3,2017/7/29 23:56
100811,4,2017/7/29 23:55
112471,3,2017/7/29 23:55
23435,3,2017/7/29 23:55
35967,4,2017/7/29 23:55
84015,4,2017/7/29 23:55
77556,5,2017/7/29 23:55
82159,5,2017/7/29 23:55
94916,5,2017/7/29 23:55
2506,4,2017/7/29 23:55
66296,4,2017/7/29 23:55
80711,4,2017/7/29 23:55
96914,5,2017/7/29 23:55
41719,5,2017/7/29 23:55
46752,5,2017/7/29 23:55
10117,5,2017/7/29 23:55
101190,5,2017/7/29 23:55
111172,5,2017/7/29 23:55
8018,3,2017/7/29 23:55
44703,5,2017/7/29 23:55
25980,5,2017/7/29 23:55
47154,5,2017/7/29 23:54
31199,5,2017/7/29 23:54
107751,4,2017/7/29 23:54
5955,5,2017/7/29 23:54
21934,5,2017/7/29 23:54
31129,5,2017/7/29 23:54
20054,3,2017/7/29 23:54
66856,5,2017/7/29 23:54
70321,3,2017/7/29 23:54
52036,5,2017/7/29 23:54
14656,5,2017/7/29 23:54
63021,5,2017/7/29 23:54
76623,4,2017/7/29 23:54
48183,4,2017/7/29 23:54
89001,5,2017/7/29 23:54
22173,4,2017/7/29 23:54
6313,4,2017/7/29 23:54
39380,3,2017/7/29 23:54
50509,1,2017/7/29 23:54
540,5,2017/7/29 23:54
45211,5,2017/7/29 23:54
15217,2,2017/7/29 23:54
89286,4,2017/7/29 23:54
110210,4,2017/7/29 23:54
246,3,2017/7/29 23:54
29972,1,2017/7/29 23:53
16551,5,2017/7/29 23:53
58866,5,2017/7/29 23:53
59791,5,2017/7/29 23:53
108745,5,2017/7/29 23:53
79386,5,2017/7/29 23:53
92785,5,2017/7/29 23:53
11278,4,2017/7/29 23:53
57977,1,2017/7/29 23:53
59581,2,2017/7/29 23:53
78775,3,2017/7/29 23:53
49618,5,2017/7/29 23:53
30789,5,2017/7/29 23:53
84086,5,2017/7/29 23:53
47806,5,2017/7/29 23:53
53820,5,2017/7/29 23:53
107646,3,2017/7/29 23:53
4081,4,2017/7/29 23:53
109802,2,2017/7/29 23:52
289,5,2017/7/29 23:52
23208,4,2017/7/29 23:52
29963,5,2017/7/29 23:52
55920,4,2017/7/29 23:52
4526,3,2017/7/29 23:52
13571,4,2017/7/29 23:52
87977,4,2017/7/29 23:52
93327,5,2017/7/29 23:52
53107,5,2017/7/29 23:52
11379,5,2017/7/29 23:52
76261,5,2017/7/29 23:52
80402,5,2017/7/29 23:52
1504,5,2017/7/29 23:52
27228,4,2017/7/29 23:52
94738,4,2017/7/29 23:52
24873,5,2017/7/29 23:52
109628,5,2017/7/29 23:52
44034,,2017/7/29 23:51
7202,5,2017/7/29 23:51
105320,2,2017/7/29 23:51
75519,5,2017/7/29 23:51
86486,4,2017/7/29 23:51
102844,4,2017/7/29 23:51
36124,5,2017/7/29 23:51
58447,4,2017/7/29 23:51
12922,5,2017/7/29 23:51
30961,5,2017/7/29 23:51
91416,5,2017/7/29 23:51
50559,5,2017/7/29 23:51
72581,5,2017/7/29 23:51
86967,4,2017/7/29 23:51
64547,4,2017/7/29 23:51
108606,4,2017/7/29 23:51
96467,3,2017/7/29 23:51
55983,5,2017/7/29 23:51
30160,5,2017/7/29 23:51
53458,1,2017/7/29 23:51
53190,5,2017/7/29 23:51
98463,5,2017/7/29 23:50
68377,5,2017/7/29 23:50
41725,3,2017/7/29 23:50
977,3,2017/7/29 23:50
94093,5,2017/7/29 23:50
81332,4,2017/7/29 23:50
5604,5,2017/7/29 23:50
32430,5,2017/7/29 23:50
80556,1,2017/7/29 23:50
101851,4,2017/7/29 23:50
73681,3,2017/7/29 23:50
87557,5,2017/7/29 23:50
81133,5,2017/7/29 23:50
50423,5,2017/7/29 23:49
15424,1,2017/7/29 23:49
93524,4,2017/7/29 23:49
61394,5,2017/7/29 23:49
74930,3,2017/7/29 23:49
86156,5,2017/7/29 23:49
32152,5,2017/7/29 23:49
103417,5,2017/7/29 23:49
57157,3,2017/7/29 23:49
77657,4,2017/7/29 23:49
62264,5,2017/7/29 23:49
91614,5,2017/7/29 23:49
91040,5,2017/7/29 23:49
74839,3,2017/7/29 23:49
89506,5,2017/7/29 23:49
108577,5,2017/7/29 23:49
107724,4,2017/7/29 23:49
44046,5,2017/7/29 23:49
64432,5,2017/7/29 23:49
17451,4,2017/7/29 23:49
99729,4,2017/7/29 23:49
49493,4,2017/7/29 23:49
6979,5,2017/7/29 23:48
4325,5,2017/7/29 23:48
38406,3,2017/7/29 23:48
2540,4,2017/7/29 23:48
78435,5,2017/7/29 23:48
112096,5,2017/7/29 23:48
74308,5,2017/7/29 23:48
53288,4,2017/7/29 23:48
84643,5,2017/7/29 23:48
29767,5,2017/7/29 23:48
45622,5,2017/7/29 23:48
57337,5,2017/7/29 23:48
85872,4,2017/7/29 23:48
73833,4,2017/7/29 23:48
41071,5,2017/7/29 23:48
11856,4,2017/7/29 23:48
82627,3,2017/7/29 23:48
20934,5,2017/7/29 23:47
26259,5,2017/7/29 23:47
86484,3,2017/7/29 23:47
18683,4,2017/7/29 23:47
40599,4,2017/7/29 23:47
16509,5,2017/7/29 23:47
22025,3,2017/7/29 23:47
37006,5,2017/7/29 23:47
26891,5,2017/7/29 23:47
70218,4,2017/7/29 23:47
17754,4,2017/7/29 23:47
2832,4,2017/7/29 23:47
83052,1,2017/7/29 23:47
11173,5,2017/7/29 23:47
21097,5,2017/7/29 23:47
92104,2,2017/7/29 23:47
58025,5,2017/7/29 23:47
92128,4,2017/7/29 23:47
13011,4,2017/7/29 23:47
46954,5,2017/7/29 23:47
51147,3,2017/7/29 23:47
56965,5,2017/7/29 23:47
96695,3,2017/7/29 23:46
39976,5,2017/7/29 23:46
79636,5,2017/7/29 23:46
86532,1,2017/7/29 23:46
97702,4,2017/7/29 23:46
74515,4,2017/7/29 23:46
63179,4,2017/7/29 23:46
50806,3,2017/7/29 23:46
111683,2,2017/7/29 23:46
17407,4,2017/7/29 23:46
73942,4,2017/7/29 23:46
96176,4,2017/7/29 23:46
72971,5,2017/7/29 23:46
65105,3,2017/7/29 23:46
58696,5,2017/7/29 23:46
42233,5,2017/7/29 23:46
62055,4,2017/7/29 23:46
82148,5,2017/7/29 23:46
91195,1,2017/7/29 23:46
89735,5,2017/7/29 23:46
85845,4,2017/7/29 23:46
95440,5,2017/7/29 23:46
70380,5,2017/7/29 23:45
53019,4,2017/7/29 23:45
81957,2,2017/7/29 23:45
36025,1,2017/7/29 23:45
77719,4,2017/7/29 23:45
107698,4,2017/7/29 23:45
24399,4,2017/7/29 23:45
884,5,2017/7/29 23:45
58327,5,2017/7/29 23:45
14923,4,2017/7/29 23:45
71933,4,2017/7/29 23:45
6956,1,2017/7/29 23:45
36794,5,2017/7/29 23:45
45411,4,2017/7/29 23:45
110360,5,2017/7/29 23:45
106700,3,2017/7/29 23:45
28080,5,2017/7/29 23:45
40030,5,2017/7/29 23:45
24234,4,2017/7/29 23:45
42794,5,2017/7/29 23:45
2967,3,2017/7/29 23:45
111237,5,2017/7/29 23:45
82438,3,2017/7/29 23:44
50604,5,2017/7/29 23:44
88122,5,2017/7/29 23:44
111041,5,2017/7/29 23:44
67955,4,2017/7/29 23:44
9797,5,2017/7/29 23:44
100004,5,2017/7/29 23:44
89266,5,2017/7/29 23:44
44999,5,2017/7/29 23:44
63465,4,2017/7/29 23:44
3327,4,2017/7/29 23:44
67677,5,2017/7/29 23:44
95137,1,2017/7/29 23:43
65875,4,2017/7/29 23:43
79953,4,2017/7/29 23:43
18688,4,2017/7/29 23:43
86738,4,2017/7/29 23:43
44952,5,2017/7/29 23:43
6672,4,2017/7/29 23:43
88908,5,2017/7/29 23:43
92047,3,2017/7/29 23:43
64656,2,2017/7/29 23:43
48358,3,2017/7/29 23:43
1790,5,2017/7/29 23:43
19978,4,2017/7/29 23:43
83452,1,2017/7/29 23:43
105972,5,2017/7/29 23:43
15952,5,2017/7/29 23:43
57964,5,2017/7/29 23:43
78790,5,2017/7/29 23:43
58035,5,2017/7/29 23:43
58783,5,2017/7/29 23:43
47298,5,2017/7/29 23:42
78399,4,2017/7/29 23:42
75720,4,2017/7/29 23:42
104387,5,2017/7/29 23:42
63153,5,2017/7/29 23:42
52414,5,2017/7/29 23:42
84521,4,2017/7/29 23:42
41827,5,2017/7/29 23:42
79714,2,2017/7/29 23:42
89440,4,2017/7/29 23:42
89287,5,2017/7/29 23:42
104797,3,2017/7/29 23:42
2135,5,2017/7/29 23:42
4542,4,2017/7/29 23:42
34177,4,2017/7/29 23:42
110375,4,2017/7/29 23:42
55611,,2017/7/29 23:42
17995,5,2017/7/29 23:41
95912,3,2017/7/29 23:41
91244,5,2017/7/29 23:41
97355,4,2017/7/29 23:41
48818,5,2017/7/29 23:41
7905,4,2017/7/29 23:41
68836,4,2017/7/29 23:41
46490,5,2017/7/29 23:41
74259,4,2017/7/29 23:41
86489,5,2017/7/29 23:41
25529,5,2017/7/29 23:40
106456,5,2017/7/29 23:40
63461,5,2017/7/29 23:40
37833,5,2017/7/29 23:40
101324,5,2017/7/29 23:40
35813,5,2017/7/29 23:40
100696,1,2017/7/29 23:40
103170,5,2017/7/29 23:40
97979,5,2017/7/29 23:40
26175,4,2017/7/29 23:40
13557,4,2017/7/29 23:40
37654,5,2017/7/29 23:40
60170,5,2017/7/29 23:40
94333,3,2017/7/29 23:40
49682,5,2017/7/29 23:40
32170,3,2017/7/29 23:40
86773,4,2017/7/29 23:40
87435,2,2017/7/29 23:40
55431,5,2017/7/29 23:40
86570,3,2017/7/29 23:39
96541,5,2017/7/29 23:39
27377,4,2017/7/29 23:39
61490,1,2017/7/29 23:39
46485,4,2017/7/29 23:39
94417,5,2017/7/29 23:39
26537,5,2017/7/29 23:39
45679,5,2017/7/29 23:39
91002,5,2017/7/29 23:39
98552,1,2017/7/29 23:39
66331,3,2017/7/29 23:39
27399,2,2017/7/29 23:39
39468,4,2017/7/29 23:39
39088,5,2017/7/29 23:39
33560,2,2017/7/29 23:39
40549,4,2017/7/29 23:39
105752,2,2017/7/29 23:39
49805,5,2017/7/29 23:39
13915,5,2017/7/29 23:39
49748,4,2017/7/29 23:39
89577,5,2017/7/29 23:39
66124,4,2017/7/29 23:39
20789,5,2017/7/29 23:39
69627,4,2017/7/29 23:39
92304,3,2017/7/29 23:38
77291,5,2017/7/29 23:38
50700,5,2017/7/29 23:38
50279,3,2017/7/29 23:38
57266,5,2017/7/29 23:38
84677,5,2017/7/29 23:38
73730,4,2017/7/29 23:38
102272,4,2017/7/29 23:38
63190,4,2017/7/29 23:38
51516,4,2017/7/29 23:38
106426,4,2017/7/29 23:38
102225,3,2017/7/29 23:38
66724,5,2017/7/29 23:38
4421,4,2017/7/29 23:38
50460,2,2017/7/29 23:38
25673,4,2017/7/29 23:38
33897,4,2017/7/29 23:38
39817,3,2017/7/29 23:38
12920,5,2017/7/29 23:38
18032,5,2017/7/29 23:38
50297,4,2017/7/29 23:38
74692,3,2017/7/29 23:38
39766,3,2017/7/29 23:38
87828,5,2017/7/29 23:38
103092,2,2017/7/29 23:38
109024,3,2017/7/29 23:38
21331,5,2017/7/29 23:38
13249,5,2017/7/29 23:37
63496,4,2017/7/29 23:37
12571,4,2017/7/29 23:37
53408,5,2017/7/29 23:37
47048,5,2017/7/29 23:37
88436,5,2017/7/29 23:37
46709,4,2017/7/29 23:37
59344,5,2017/7/29 23:37
87357,4,2017/7/29 23:37
70714,4,2017/7/29 23:37
102595,2,2017/7/29 23:37
61700,5,2017/7/29 23:37
53355,5,2017/7/29 23:37
18021,4,2017/7/29 23:37
33578,4,2017/7/29 23:37
61276,5,2017/7/29 23:37
101418,5,2017/7/29 23:37
9283,4,2017/7/29 23:36
36916,5,2017/7/29 23:36
112376,5,2017/7/29 23:36
75859,4,2017/7/29 23:36
93008,5,2017/7/29 23:36
30281,4,2017/7/29 23:36
99803,5,2017/7/29 23:36
105441,4,2017/7/29 23:36
95576,5,2017/7/29 23:36
99656,5,2017/7/29 23:36
36495,4,2017/7/29 23:36
25902,3,2017/7/29 23:36
56002,1,2017/7/29 23:36
52822,5,2017/7/29 23:36
85761,4,2017/7/29 23:36
20746,2,2017/7/29 23:36
41032,5,2017/7/29 23:36
97029,5,2017/7/29 23:36
14809,4,2017/7/29 23:36
80925,5,2017/7/29 23:36
36273,4,2017/7/29 23:36
78809,4,2017/7/29 23:36
109152,5,2017/7/29 23:36
107362,1,2017/7/29 23:36
57768,5,2017/7/29 23:36
66959,5,2017/7/29 23:35
75908,5,2017/7/29 23:35
40793,5,2017/7/29 23:35
84768,4,2017/7/29 23:35
88229,3,2017/7/29 23:35
39360,4,2017/7/29 23:35
74964,5,2017/7/29 23:35
41507,3,2017/7/29 23:35
56692,5,2017/7/29 23:35
106774,3,2017/7/29 23:35
60140,4,2017/7/29 23:35
42531,1,2017/7/29 23:35
44042,5,2017/7/29 23:35
40481,3,2017/7/29 23:35
35161,5,2017/7/29 23:35
76276,5,2017/7/29 23:35
58232,3,2017/7/29 23:35
89780,5,2017/7/29 23:35
87701,5,2017/7/29 23:34
34672,5,2017/7/29 23:34
18401,5,2017/7/29 23:34
31721,4,2017/7/29 23:34
31840,4,2017/7/29 23:34
67045,4,2017/7/29 23:34
6013,5,2017/7/29 23:34
38923,4,2017/7/29 23:34
56374,5,2017/7/29 23:34
88721,5,2017/7/29 23:34
18263,5,2017/7/29 23:34
41288,5,2017/7/29 23:34
112374,4,2017/7/29 23:34
15991,5,2017/7/29 23:34
33833,5,2017/7/29 23:34
109342,5,2017/7/29 23:34
37801,5,2017/7/29 23:34
72568,3,2017/7/29 23:34
37887,5,2017/7/29 23:34
111790,5,2017/7/29 23:34
75010,2,2017/7/29 23:34
31341,5,2017/7/29 23:34
19149,4,2017/7/29 23:34
99113,5,2017/7/29 23:33
111660,5,2017/7/29 23:33
80353,4,2017/7/29 23:33
30341,3,2017/7/29 23:33
83892,3,2017/7/29 23:33
14548,5,2017/7/29 23:33
24793,3,2017/7/29 23:33
102133,5,2017/7/29 23:33
6955,3,2017/7/29 23:33
40842,5,2017/7/29 23:33
78064,2,2017/7/29 23:33
32138,4,2017/7/29 23:33
31293,5,2017/7/29 23:33
63027,3,2017/7/29 23:33
37647,5,2017/7/29 23:33
51915,4,2017/7/29 23:33
108521,1,2017/7/29 23:33
17304,5,2017/7/29 23:33
78530,4,2017/7/29 23:33
38017,5,2017/7/29 23:33
71900,4,2017/7/29 23:33
58380,5,2017/7/29 23:33
95804,5,2017/7/29 23:32
16440,4,2017/7/29 23:32
82770,5,2017/7/29 23:32
25176,5,2017/7/29 23:32
8463,5,2017/7/29 23:32
92477,5,2017/7/29 23:32
88825,5,2017/7/29 23:32
90028,5,2017/7/29 23:32
76789,4,2017/7/29 23:32
88072,5,2017/7/29 23:32
487,5,2017/7/29 23:32
15146,5,2017/7/29 23:32
38585,5,2017/7/29 23:32
110362,1,2017/7/29 23:32
66372,1,2017/7/29 23:32
41101,2,2017/7/29 23:32
14149,1,2017/7/29 23:32
40801,4,2017/7/29 23:31
58392,3,2017/7/29 23:31
4592,5,2017/7/29 23:31
29610,4,2017/7/29 23:31
22512,4,2017/7/29 23:31
64501,5,2017/7/29 23:31
108830,5,2017/7/29 23:31
71127,5,2017/7/29 23:31
71271,4,2017/7/29 23:31
89847,4,2017/7/29 23:31
30450,4,2017/7/29 23:31
78532,4,2017/7/29 23:31
89153,3,2017/7/29 23:31
75651,3,2017/7/29 23:31
38177,5,2017/7/29 23:31
106712,5,2017/7/29 23:31
8584,5,2017/7/29 23:31
42366,4,2017/7/29 23:31
